Filter:  [ '', '', '', '', '', '3..', '', '', '' ]
206.172.0.205,-,-,"01/Jan/2017:00:45:50 -0500","GET /Texture/Creative/WeekendReads/2016/EN/121716/13.jpg HTTP/1.1",304,-,-,"Mozilla/4.0 (compatible;)"
